Entry	Entry name	Protein names	Gene names	Organism	Organism ID	Length	Mass	EC number	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	PubMed ID
Q5UNY3	YL729_MIMIV	Uncharacterized protein L729	MIMI_L729	Acanthamoeba polyphaga mimivirus (APMV)	212035	212	24,562					15486256
Q5UNZ5	YL743_MIMIV	Uncharacterized protein L743	MIMI_L743	Acanthamoeba polyphaga mimivirus (APMV)	212035	151	17,899					15486256
Q5UPS5	YL780_MIMIV	Uncharacterized protein L780	MIMI_L780	Acanthamoeba polyphaga mimivirus (APMV)	212035	289	32,906					15486256
Q5UQ03	YL792_MIMIV	Uncharacterized protein L792	MIMI_L792	Acanthamoeba polyphaga mimivirus (APMV)	212035	228	26,890					15486256
Q5UQI5	YL806_MIMIV	Uncharacterized protein L806	MIMI_L806	Acanthamoeba polyphaga mimivirus (APMV)	212035	108	12,567					15486256
Q5UQI1	YL829_MIMIV	Uncharacterized protein L829	MIMI_L829	Acanthamoeba polyphaga mimivirus (APMV)	212035	433	49,229			virion [GO:0019012]		15486256; 16971431
Q5URA8	YL876_MIMIV	Uncharacterized protein L876	MIMI_L876	Acanthamoeba polyphaga mimivirus (APMV)	212035	413	49,283					15486256
Q5UP96	YL014_MIMIV	Putative ankyrin repeat protein L14 (Fragment)	MIMI_L14	Acanthamoeba polyphaga mimivirus (APMV)	212035	107	11,774					15486256
Q5UPA5	YL032_MIMIV	Putative KilA-N domain-containing protein L32	MIMI_L32	Acanthamoeba polyphaga mimivirus (APMV)	212035	372	43,124				DNA binding [GO:0003677]	15486256
Q5UPB4	YL036_MIMIV	Putative ankyrin repeat protein L36	MIMI_L36	Acanthamoeba polyphaga mimivirus (APMV)	212035	222	25,259					15486256
Q5UPB8	YL043_MIMIV	Uncharacterized protein L43	MIMI_L43	Acanthamoeba polyphaga mimivirus (APMV)	212035	212	25,300					15486256
Q5UPC6	YL046_MIMIV	Uncharacterized protein L46	MIMI_L46	Acanthamoeba polyphaga mimivirus (APMV)	212035	164	19,333					15486256
Q5UPC9	YL053_MIMIV	Uncharacterized protein L53	MIMI_L53	Acanthamoeba polyphaga mimivirus (APMV)	212035	100	11,038					15486256
Q5UPE9	YL074_MIMIV	Uncharacterized protein L74	MIMI_L74	Acanthamoeba polyphaga mimivirus (APMV)	212035	238	27,847					15486256
Q5UP83	YL004_MIMIV	Putative KilA-N domain-containing protein L4	MIMI_L4	Acanthamoeba polyphaga mimivirus (APMV)	212035	454	52,568				DNA binding [GO:0003677]	15486256
Q5UPN9	YL176_MIMIV	Uncharacterized protein L176	MIMI_L176	Acanthamoeba polyphaga mimivirus (APMV)	212035	378	44,329					15486256
Q5UPN8	YL177_MIMIV	Uncharacterized protein L177	MIMI_L177	Acanthamoeba polyphaga mimivirus (APMV)	212035	379	45,346					15486256
Q5UPP4	YL182_MIMIV	Uncharacterized protein L182	MIMI_L182	Acanthamoeba polyphaga mimivirus (APMV)	212035	389	46,092					15486256
Q5UPP2	YL184_MIMIV	Uncharacterized protein L184	MIMI_L184	Acanthamoeba polyphaga mimivirus (APMV)	212035	382	45,288					15486256
Q5UQ11	YL191_MIMIV	Uncharacterized protein L191	MIMI_L191	Acanthamoeba polyphaga mimivirus (APMV)	212035	276	32,656					15486256
Q5UQ09	YL193_MIMIV	Uncharacterized glycosyltransferase L193 (EC 2.4.-.-)	MIMI_L193	Acanthamoeba polyphaga mimivirus (APMV)	212035	601	70,776	2.4.-.-			transferase activity, transferring glycosyl groups [GO:0016757]	15486256
Q5UQ30	YL211_MIMIV	Uncharacterized protein L211	MIMI_L211	Acanthamoeba polyphaga mimivirus (APMV)	212035	262	31,081			integral component of membrane [GO:0016021]		15486256
Q5UQB3	YL216_MIMIV	Uncharacterized protein L216	MIMI_L216	Acanthamoeba polyphaga mimivirus (APMV)	212035	110	12,936					15486256
Q5UQB1	YL218_MIMIV	Uncharacterized protein L218	MIMI_L218	Acanthamoeba polyphaga mimivirus (APMV)	212035	242	27,850					15486256
Q5UQC2	YL231_MIMIV	Uncharacterized protein L231	MIMI_L231	Acanthamoeba polyphaga mimivirus (APMV)	212035	191	22,431					15486256
Q5UPX5	YL237_MIMIV	Uncharacterized protein L237	MIMI_L237	Acanthamoeba polyphaga mimivirus (APMV)	212035	289	33,799					15486256
Q5UQU8	YL357_MIMIV	Uncharacterized protein L357	MIMI_L357	Acanthamoeba polyphaga mimivirus (APMV)	212035	496	56,815					15486256
Q5UQL6	YL415_MIMIV	Putative FNIP repeat-containing protein L415	MIMI_L415	Acanthamoeba polyphaga mimivirus (APMV)	212035	415	48,384					15486256
Q5UQM1	YL421_MIMIV	Uncharacterized protein L421	MIMI_L421	Acanthamoeba polyphaga mimivirus (APMV)	212035	209	24,101					15486256
Q5UQC7	YL462_MIMIV	Uncharacterized protein L462	MIMI_L462	Acanthamoeba polyphaga mimivirus (APMV)	212035	200	23,521					15486256
Q5UQF4	YL485_MIMIV	Uncharacterized protein L485	MIMI_L485	Acanthamoeba polyphaga mimivirus (APMV)	212035	170	19,345			virion [GO:0019012]		15486256; 16971431
Q5UQ93	YL529_MIMIV	Uncharacterized protein L529	MIMI_L529	Acanthamoeba polyphaga mimivirus (APMV)	212035	164	19,129					15486256
Q5UQA2	YL534_MIMIV	Uncharacterized protein L534	MIMI_L534	Acanthamoeba polyphaga mimivirus (APMV)	212035	308	36,586				hydrolase activity [GO:0016787]	15486256
Q5UQ99	YL537_MIMIV	Uncharacterized protein L537	MIMI_L537	Acanthamoeba polyphaga mimivirus (APMV)	212035	470	55,342					15486256
Q5UP56	YL594_MIMIV	Uncharacterized protein L594	MIMI_L594	Acanthamoeba polyphaga mimivirus (APMV)	212035	390	46,160					15486256
Q5UP76	YL611_MIMIV	Uncharacterized protein L611	MIMI_L611	Acanthamoeba polyphaga mimivirus (APMV)	212035	956	107,817					15486256
Q5UNU3	YL686_MIMIV	Uncharacterized protein L686	MIMI_L686	Acanthamoeba polyphaga mimivirus (APMV)	212035	219	24,130					15486256
Q5UNY4	YL728_MIMIV	Uncharacterized protein L728	MIMI_L728	Acanthamoeba polyphaga mimivirus (APMV)	212035	572	64,749					15486256
Q5UP02	YL750_MIMIV	Uncharacterized protein L750	MIMI_L750	Acanthamoeba polyphaga mimivirus (APMV)	212035	338	38,886					15486256
Q5UPP8	YL759_MIMIV	Uncharacterized protein L759	MIMI_L759	Acanthamoeba polyphaga mimivirus (APMV)	212035	216	25,541		base-excision repair [GO:0006284]		alkylbase DNA N-glycosylase activity [GO:0003905]; DNA binding [GO:0003677]	15486256
Q5UPS3	YL782_MIMIV	Uncharacterized protein L782	MIMI_L782	Acanthamoeba polyphaga mimivirus (APMV)	212035	117	13,972					15486256
Q5UQ07	YL788_MIMIV	Putative BTB/POZ domain-containing protein L788	MIMI_L788	Acanthamoeba polyphaga mimivirus (APMV)	212035	498	58,020					15486256
Q5UR61	YL801_MIMIV	Uncharacterized protein L801	MIMI_L801	Acanthamoeba polyphaga mimivirus (APMV)	212035	131	15,473			integral component of membrane [GO:0016021]		15486256
Q5UQ34	YL812_MIMIV	Uncharacterized protein L812	MIMI_L812	Acanthamoeba polyphaga mimivirus (APMV)	212035	158	18,590					15486256
Q5UQY5	YL885_MIMIV	Uncharacterized protein L885	MIMI_L885	Acanthamoeba polyphaga mimivirus (APMV)	212035	144	16,899					15486256
Q5UQX9	YL891_MIMIV	Uncharacterized protein L891	MIMI_L891	Acanthamoeba polyphaga mimivirus (APMV)	212035	104	10,987			integral component of membrane [GO:0016021]		15486256
Q5UPI9	YL109_MIMIV	Putative ankyrin repeat protein L109	MIMI_L109	Acanthamoeba polyphaga mimivirus (APMV)	212035	394	46,843					15486256
Q5URA5	YL143_MIMIV	Uncharacterized protein L143	MIMI_L143	Acanthamoeba polyphaga mimivirus (APMV)	212035	287	33,121					15486256
Q5UQL2	YL414_MIMIV	Putative F-box and FNIP repeat-containing protein L414	MIMI_L414	Acanthamoeba polyphaga mimivirus (APMV)	212035	516	59,625					15486256
Q5UQE9	YL477_MIMIV	Uncharacterized peptidase C1-like protein L477	MIMI_L477	Acanthamoeba polyphaga mimivirus (APMV)	212035	311	35,342				cysteine-type peptidase activity [GO:0008234]	15486256
Q5UQF2	YL482_MIMIV	Putative ankyrin repeat protein L482 (Fragment)	MIMI_L482	Acanthamoeba polyphaga mimivirus (APMV)	212035	109	11,863					15486256
Q5UQF6	YL490_MIMIV	Uncharacterized protein L490	MIMI_L490	Acanthamoeba polyphaga mimivirus (APMV)	212035	511	59,971					15486256
Q5UR98	YL574_MIMIV	Uncharacterized protein L574	MIMI_L574	Acanthamoeba polyphaga mimivirus (APMV)	212035	281	33,208					15486256
Q5UR96	YL576_MIMIV	Uncharacterized protein L576	MIMI_L576	Acanthamoeba polyphaga mimivirus (APMV)	212035	274	32,687					15486256
Q5UR54	YL582_MIMIV	Uncharacterized protein L582	MIMI_L582	Acanthamoeba polyphaga mimivirus (APMV)	212035	179	20,600					15486256
Q5UP74	YL613_MIMIV	Uncharacterized protein L613	MIMI_L613	Acanthamoeba polyphaga mimivirus (APMV)	212035	386	45,349					15486256
Q5UR79	YL629_MIMIV	Uncharacterized protein L629	MIMI_L629	Acanthamoeba polyphaga mimivirus (APMV)	212035	322	36,625					15486256
Q5UR10	YL647_MIMIV	Uncharacterized protein L647	MIMI_L647	Acanthamoeba polyphaga mimivirus (APMV)	212035	184	19,647			virion [GO:0019012]		15486256; 16971431
Q5UNT2	YL672_MIMIV	Uncharacterized protein L672	MIMI_L672	Acanthamoeba polyphaga mimivirus (APMV)	212035	111	12,969					15486256
Q5UNV2	YL688_MIMIV	Uncharacterized protein L688	MIMI_L688	Acanthamoeba polyphaga mimivirus (APMV)	212035	236	25,119			virion [GO:0019012]		15486256; 16971431
Q5UNV7	YL698_MIMIV	Uncharacterized protein L698	MIMI_L698	Acanthamoeba polyphaga mimivirus (APMV)	212035	300	34,738					15486256
Q5UNW6	YL702_MIMIV	Uncharacterized protein L702	MIMI_L702	Acanthamoeba polyphaga mimivirus (APMV)	212035	764	89,151					15486256
Q5UNX0	YL717_MIMIV	Uncharacterized protein L717	MIMI_L717	Acanthamoeba polyphaga mimivirus (APMV)	212035	206	23,793					15486256
Q5UNX6	YL724_MIMIV	Uncharacterized protein L724	MIMI_L724	Acanthamoeba polyphaga mimivirus (APMV)	212035	218	24,033			virion [GO:0019012]		15486256; 16971431
Q5UP07	YL755_MIMIV	Uncharacterized protein L755	MIMI_L755	Acanthamoeba polyphaga mimivirus (APMV)	212035	130	15,559					15486256
Q5UPP6	YL761_MIMIV	Uncharacterized protein L761	MIMI_L761	Acanthamoeba polyphaga mimivirus (APMV)	212035	159	18,988					15486256
Q5UPQ2	YL766_MIMIV	Putative ankyrin repeat protein L766	MIMI_L766	Acanthamoeba polyphaga mimivirus (APMV)	212035	636	75,566					15486256
Q5UPR0	YL768_MIMIV	Putative ankyrin repeat protein L768	MIMI_L768	Acanthamoeba polyphaga mimivirus (APMV)	212035	626	74,076					15486256
Q5UPR8	YL772_MIMIV	Uncharacterized protein L772	MIMI_L772	Acanthamoeba polyphaga mimivirus (APMV)	212035	295	34,844					15486256
Q5UPR1	YL779_MIMIV	Uncharacterized protein L779	MIMI_L779	Acanthamoeba polyphaga mimivirus (APMV)	212035	103	11,976					15486256
Q5UQ41	YL794_MIMIV	Uncharacterized protein L794	MIMI_L794	Acanthamoeba polyphaga mimivirus (APMV)	212035	364	42,776					15486256
Q5UQ37	YL798_MIMIV	Uncharacterized protein L798	MIMI_L798	Acanthamoeba polyphaga mimivirus (APMV)	212035	261	29,263			extracellular region [GO:0005576]		15486256
Q5UQQ4	YL859_MIMIV	Uncharacterized protein L859	MIMI_L859	Acanthamoeba polyphaga mimivirus (APMV)	212035	315	36,689					15486256
Q5UP42	YL870_MIMIV	Uncharacterized protein L870	MIMI_L870	Acanthamoeba polyphaga mimivirus (APMV)	212035	353	41,823					15486256
Q5UP40	YL872_MIMIV	Uncharacterized protein L872	MIMI_L872	Acanthamoeba polyphaga mimivirus (APMV)	212035	340	39,440			virion [GO:0019012]		15486256; 16971431
Q5UQX4	YL884_MIMIV	Putative CDC123-like protein L884	MIMI_L884	Acanthamoeba polyphaga mimivirus (APMV)	212035	323	38,398		cell cycle [GO:0007049]			15486256
Q5UR00	YL908_MIMIV	Uncharacterized protein L908	MIMI_L908	Acanthamoeba polyphaga mimivirus (APMV)	212035	132	15,639			integral component of membrane [GO:0016021]		15486256
Q5UQQ2	YR450_MIMIV	Uncharacterized protein R450	MIMI_R450	Acanthamoeba polyphaga mimivirus (APMV)	212035	355	40,908					15486256
Q5UQD5	YR466_MIMIV	Uncharacterized protein R466	MIMI_R466	Acanthamoeba polyphaga mimivirus (APMV)	212035	395	44,733					15486256
Q5UQF3	YR481_MIMIV	Uncharacterized protein R481	MIMI_R481	Acanthamoeba polyphaga mimivirus (APMV)	212035	902	103,945					15486256
Q5UQA7	YR542_MIMIV	Putative F-box/LRR-repeat protein R542	MIMI_R542	Acanthamoeba polyphaga mimivirus (APMV)	212035	558	64,198					15486256
Q5UR38	YR558_MIMIV	Uncharacterized protein R558	MIMI_R558	Acanthamoeba polyphaga mimivirus (APMV)	212035	465	53,574					15486256
Q5UR43	YR562_MIMIV	Uncharacterized protein R562	MIMI_R562	Acanthamoeba polyphaga mimivirus (APMV)	212035	321	37,561					15486256
Q5UR94	YR578_MIMIV	Putative ankyrin repeat protein R578	MIMI_R578	Acanthamoeba polyphaga mimivirus (APMV)	212035	433	49,858					15486256
Q5UR56	YR580_MIMIV	Putative ankyrin repeat protein R580	MIMI_R580	Acanthamoeba polyphaga mimivirus (APMV)	212035	468	54,052					15486256
Q5UP51	YR587_MIMIV	Uncharacterized protein R587	MIMI_R587	Acanthamoeba polyphaga mimivirus (APMV)	212035	190	21,703					15486256
Q5UP64	YR599_MIMIV	Putative ankyrin repeat protein R599	MIMI_R599	Acanthamoeba polyphaga mimivirus (APMV)	212035	356	41,016					15486256
Q5UP62	YR601_MIMIV	Putative ankyrin repeat protein R601	MIMI_R601	Acanthamoeba polyphaga mimivirus (APMV)	212035	303	34,564					15486256
Q5UP60	YR603_MIMIV	Putative ankyrin repeat protein R603	MIMI_R603	Acanthamoeba polyphaga mimivirus (APMV)	212035	309	35,279					15486256
Q5UP73	YR614_MIMIV	Putative band 7 family protein R614	MIMI_R614	Acanthamoeba polyphaga mimivirus (APMV)	212035	303	33,771			membrane [GO:0016020]		15486256
Q5UR75	YR627_MIMIV	Uncharacterized protein R627	MIMI_R627	Acanthamoeba polyphaga mimivirus (APMV)	212035	644	71,982					15486256
Q5UR85	YR636_MIMIV	Putative FNIP repeat-containing protein R636	MIMI_R636	Acanthamoeba polyphaga mimivirus (APMV)	212035	394	46,621					15486256
Q5UR91	YR641_MIMIV	Uncharacterized protein R641	MIMI_R641	Acanthamoeba polyphaga mimivirus (APMV)	212035	263	31,108					15486256
Q5UR06	YR651_MIMIV	Uncharacterized protein R651	MIMI_R651	Acanthamoeba polyphaga mimivirus (APMV)	212035	493	57,892					15486256
Q5UR17	YR658_MIMIV	Uncharacterized protein R658	MIMI_R658	Acanthamoeba polyphaga mimivirus (APMV)	212035	541	62,887			virion [GO:0019012]		15486256; 16971431
Q5UQ58	YR664_MIMIV	Putative ankyrin repeat protein R664	MIMI_R664	Acanthamoeba polyphaga mimivirus (APMV)	212035	162	18,664					15486256
Q5UNT6	YR680_MIMIV	Uncharacterized protein R680	MIMI_R680	Acanthamoeba polyphaga mimivirus (APMV)	212035	111	13,152					15486256
Q5UNY6	YR738_MIMIV	Putative BTB/POZ domain-containing protein R738	MIMI_R738	Acanthamoeba polyphaga mimivirus (APMV)	212035	497	58,658					15486256
Q5UNZ8	YR740_MIMIV	Uncharacterized protein R740	MIMI_R740	Acanthamoeba polyphaga mimivirus (APMV)	212035	187	21,524					15486256
Q5UNZ7	YR741_MIMIV	Uncharacterized protein R741	MIMI_R741	Acanthamoeba polyphaga mimivirus (APMV)	212035	182	22,594					15486256
Q5UP97	YL021_MIMIV	Putative sel1-like repeat-containing protein L21	MIMI_L21	Acanthamoeba polyphaga mimivirus (APMV)	212035	533	63,345					15486256
Q5UPA3	YL022_MIMIV	Putative ankyrin repeat protein L22	MIMI_L22	Acanthamoeba polyphaga mimivirus (APMV)	212035	122	13,537					15486256
Q5UPA2	YL023_MIMIV	Putative ankyrin repeat protein L23	MIMI_L23	Acanthamoeba polyphaga mimivirus (APMV)	212035	269	30,742					15486256
Q5UP99	YL026_MIMIV	Uncharacterized protein L26	MIMI_L26	Acanthamoeba polyphaga mimivirus (APMV)	212035	104	12,319					15486256
Q5UPA9	YL028_MIMIV	Uncharacterized protein L28	MIMI_L28	Acanthamoeba polyphaga mimivirus (APMV)	212035	104	12,138					15486256
Q5UPA6	YL031_MIMIV	Uncharacterized protein L31	MIMI_L31	Acanthamoeba polyphaga mimivirus (APMV)	212035	225	27,444					15486256
Q5UPB1	YL039_MIMIV	Uncharacterized protein L39	MIMI_L39	Acanthamoeba polyphaga mimivirus (APMV)	212035	174	20,727					15486256
Q5UPE8	YL075_MIMIV	Uncharacterized protein L75	MIMI_L75	Acanthamoeba polyphaga mimivirus (APMV)	212035	310	37,115					15486256
Q5UPF6	YL078_MIMIV	Uncharacterized protein L78	MIMI_L78	Acanthamoeba polyphaga mimivirus (APMV)	212035	103	12,391					15486256
Q5UPF3	YL081_MIMIV	Putative ankyrin repeat protein L81	MIMI_L81	Acanthamoeba polyphaga mimivirus (APMV)	212035	277	32,315					15486256
Q5UPG1	YL085_MIMIV	Putative BTB/POZ domain-containing protein L85	MIMI_L85	Acanthamoeba polyphaga mimivirus (APMV)	212035	419	49,290					15486256
Q5UPG8	YL090_MIMIV	Uncharacterized protein L90	MIMI_L90	Acanthamoeba polyphaga mimivirus (APMV)	212035	120	14,012					15486256
Q5UPG5	YL093_MIMIV	Putative ankyrin repeat protein L93	MIMI_L93	Acanthamoeba polyphaga mimivirus (APMV)	212035	421	46,760					15486256
Q5UPH1	YL099_MIMIV	Putative ankyrin repeat protein L99	MIMI_L99	Acanthamoeba polyphaga mimivirus (APMV)	212035	261	29,463					15486256
Q5UPI4	YL114_MIMIV	Uncharacterized protein L114	MIMI_L114	Acanthamoeba polyphaga mimivirus (APMV)	212035	194	21,804					15486256
Q5UPM7	YL166_MIMIV	Putative F-box protein L166	MIMI_L166	Acanthamoeba polyphaga mimivirus (APMV)	212035	251	30,360					15486256
Q5UPN2	YL168_MIMIV	Putative F-box protein L168	MIMI_L168	Acanthamoeba polyphaga mimivirus (APMV)	212035	204	24,586					15486256
Q5UPN0	YL170_MIMIV	Putative FNIP repeat-containing protein L170	MIMI_L170	Acanthamoeba polyphaga mimivirus (APMV)	212035	442	51,382					15486256
Q5UPN4	YL173_MIMIV	Uncharacterized protein L173	MIMI_L173	Acanthamoeba polyphaga mimivirus (APMV)	212035	205	24,258					15486256
Q5UPP1	YL174_MIMIV	Uncharacterized protein L174	MIMI_L174	Acanthamoeba polyphaga mimivirus (APMV)	212035	332	38,916					15486256
Q5UPP5	YL181_MIMIV	Uncharacterized protein L181	MIMI_L181	Acanthamoeba polyphaga mimivirus (APMV)	212035	376	45,109					15486256
Q5UPP3	YL183_MIMIV	Uncharacterized protein L183	MIMI_L183	Acanthamoeba polyphaga mimivirus (APMV)	212035	386	45,834					15486256
Q5URB5	YL185_MIMIV	Uncharacterized protein L185	MIMI_L185	Acanthamoeba polyphaga mimivirus (APMV)	212035	392	46,253					15486256
Q5UQ18	YL199_MIMIV	Uncharacterized protein L199	MIMI_L199	Acanthamoeba polyphaga mimivirus (APMV)	212035	234	26,995					15486256
Q5UQC0	YL226_MIMIV	Uncharacterized protein L226	MIMI_L226	Acanthamoeba polyphaga mimivirus (APMV)	212035	690	80,453					15486256
Q5UPX8	YL234_MIMIV	Uncharacterized protein L234	MIMI_L234	Acanthamoeba polyphaga mimivirus (APMV)	212035	288	33,787					15486256
Q5UPX6	YL236_MIMIV	Uncharacterized protein L236	MIMI_L236	Acanthamoeba polyphaga mimivirus (APMV)	212035	148	17,764					15486256
Q5UPT4	YL247_MIMIV	Uncharacterized HNH endonuclease L247 (EC 3.1.-.-)	MIMI_L247	Acanthamoeba polyphaga mimivirus (APMV)	212035	398	44,486	3.1.-.-			endonuclease activity [GO:0004519]	15486256
Q5UPU6	YL265_MIMIV	Uncharacterized protein L265	MIMI_L265	Acanthamoeba polyphaga mimivirus (APMV)	212035	325	38,722					15486256
Q5UPU8	YL274_MIMIV	Uncharacterized protein L274	MIMI_L274	Acanthamoeba polyphaga mimivirus (APMV)	212035	212	23,506			virion [GO:0019012]		15486256; 16971431
Q5UPW4	YL283_MIMIV	Putative ankyrin repeat protein L283	MIMI_L283	Acanthamoeba polyphaga mimivirus (APMV)	212035	555	64,802					15486256
Q5UPX1	YL289_MIMIV	Putative ankyrin repeat protein L289	MIMI_L289	Acanthamoeba polyphaga mimivirus (APMV)	212035	544	62,337					15486256
Q5UPZ6	YL308_MIMIV	Uncharacterized protein L308	MIMI_L308	Acanthamoeba polyphaga mimivirus (APMV)	212035	322	38,509					15486256
Q5UQS1	YL332_MIMIV	Uncharacterized protein L332	MIMI_L332	Acanthamoeba polyphaga mimivirus (APMV)	212035	116	13,815					15486256
Q5UQT6	YL344_MIMIV	Uncharacterized WD repeat-containing protein L344	MIMI_L344	Acanthamoeba polyphaga mimivirus (APMV)	212035	526	60,488					15486256
Q5UQU5	YL360_MIMIV	Uncharacterized protein L360	MIMI_L360	Acanthamoeba polyphaga mimivirus (APMV)	212035	177	21,290					15486256
Q5UQX2	YL381_MIMIV	Uncharacterized protein L381	MIMI_L381	Acanthamoeba polyphaga mimivirus (APMV)	212035	280	32,320					15486256
Q5UQK8	YL412_MIMIV	Uncharacterized protein L412	MIMI_L412	Acanthamoeba polyphaga mimivirus (APMV)	212035	284	32,982				metal ion binding [GO:0046872]	15486256
Q5UQQ0	YL452_MIMIV	Uncharacterized protein L452	MIMI_L452	Acanthamoeba polyphaga mimivirus (APMV)	212035	502	54,715			virion [GO:0019012]		15486256; 16971431
Q5UQE5	YL471_MIMIV	Uncharacterized protein L471	MIMI_L471	Acanthamoeba polyphaga mimivirus (APMV)	212035	401	47,411					15486256
Q5UQG1	YL492_MIMIV	Uncharacterized protein L492	MIMI_L492	Acanthamoeba polyphaga mimivirus (APMV)	212035	179	20,432			virion [GO:0019012]		15486256; 16971431
Q5UR27	YL550_MIMIV	Uncharacterized protein L550	MIMI_L550	Acanthamoeba polyphaga mimivirus (APMV)	212035	167	16,640			virion [GO:0019012]		15486256; 16971431
Q5UR99	YL573_MIMIV	Uncharacterized protein L573	MIMI_L573	Acanthamoeba polyphaga mimivirus (APMV)	212035	244	28,929			integral component of membrane [GO:0016021]		15486256
Q5UP75	YL612_MIMIV	Uncharacterized protein L612	MIMI_L612	Acanthamoeba polyphaga mimivirus (APMV)	212035	160	18,499			virion [GO:0019012]		15486256; 16971431
Q5UNT3	YL671_MIMIV	Uncharacterized protein L671	MIMI_L671	Acanthamoeba polyphaga mimivirus (APMV)	212035	152	17,171					15486256
Q5UNU4	YL685_MIMIV	Uncharacterized protein L685	MIMI_L685	Acanthamoeba polyphaga mimivirus (APMV)	212035	337	39,396					15486256
Q5UP08	YL754_MIMIV	Uncharacterized protein L754	MIMI_L754	Acanthamoeba polyphaga mimivirus (APMV)	212035	377	44,634					15486256
Q5UPQ5	YL763_MIMIV	Uncharacterized protein L763	MIMI_L763	Acanthamoeba polyphaga mimivirus (APMV)	212035	262	31,137					15486256
Q5UPQ4	YL764_MIMIV	Putative ankyrin repeat protein L764	MIMI_L764	Acanthamoeba polyphaga mimivirus (APMV)	212035	647	75,982					15486256
Q5UPQ6	YL767_MIMIV	Putative ankyrin repeat protein L767	MIMI_L767	Acanthamoeba polyphaga mimivirus (APMV)	212035	632	75,306					15486256
Q5UPQ9	YL769_MIMIV	Putative ankyrin repeat protein L769	MIMI_L769	Acanthamoeba polyphaga mimivirus (APMV)	212035	628	74,574					15486256
Q5UPR6	YL774_MIMIV	Putative ankyrin repeat protein L774	MIMI_L774	Acanthamoeba polyphaga mimivirus (APMV)	212035	633	74,919					15486256
Q5UR03	YL905_MIMIV	Uncharacterized protein L905	MIMI_L905	Acanthamoeba polyphaga mimivirus (APMV)	212035	210	25,243				oxidoreductase activity [GO:0016491]	15486256
Q5UR05	YL910_MIMIV	Uncharacterized protein L910	MIMI_L910	Acanthamoeba polyphaga mimivirus (APMV)	212035	210	25,013					15486256
Q5UP89	YR009_MIMIV	Uncharacterized protein R9	MIMI_R9	Acanthamoeba polyphaga mimivirus (APMV)	212035	376	44,816					15486256
Q5URB3	YR187_MIMIV	Uncharacterized protein R187	MIMI_R187	Acanthamoeba polyphaga mimivirus (APMV)	212035	246	29,164					15486256
Q5UQ20	YR197_MIMIV	Uncharacterized protein R197	MIMI_R197	Acanthamoeba polyphaga mimivirus (APMV)	212035	187	21,744				catalytic activity [GO:0003824]	15486256
Q5UPT9	YR255_MIMIV	Uncharacterized protein R255	MIMI_R255	Acanthamoeba polyphaga mimivirus (APMV)	212035	312	35,959					15486256
Q5UP22	YR261_MIMIV	Uncharacterized protein R261	MIMI_R261	Acanthamoeba polyphaga mimivirus (APMV)	212035	181	20,612					15486256
Q5UPU4	YR267_MIMIV	Putative ankyrin repeat protein R267	MIMI_R267	Acanthamoeba polyphaga mimivirus (APMV)	212035	433	50,223					15486256
Q5UPW0	YR287_MIMIV	Uncharacterized protein R287	MIMI_R287	Acanthamoeba polyphaga mimivirus (APMV)	212035	242	27,952			integral component of membrane [GO:0016021]		15486256
Q5UPY3	YR297_MIMIV	Uncharacterized protein R297	MIMI_R297	Acanthamoeba polyphaga mimivirus (APMV)	212035	168	20,007					15486256
Q5UQ01	YR314_MIMIV	Uncharacterized protein R314	MIMI_R314	Acanthamoeba polyphaga mimivirus (APMV)	212035	138	14,769					15486256
Q5UQM7	YR428_MIMIV	Uncharacterized protein R428	MIMI_R428	Acanthamoeba polyphaga mimivirus (APMV)	212035	194	22,450					15486256
Q5UPP7	YR760_MIMIV	Putative ankyrin repeat protein R760	MIMI_R760	Acanthamoeba polyphaga mimivirus (APMV)	212035	501	57,453					15486256
Q5UQ06	YR789_MIMIV	Putative ankyrin repeat protein R789	MIMI_R789	Acanthamoeba polyphaga mimivirus (APMV)	212035	422	48,084					15486256
Q5UQ02	YR793_MIMIV	Uncharacterized protein R793	MIMI_R793	Acanthamoeba polyphaga mimivirus (APMV)	212035	224	26,115					15486256
Q5UQH0	YR815_MIMIV	Putative sel1-like repeat-containing protein R815	MIMI_R815	Acanthamoeba polyphaga mimivirus (APMV)	212035	540	63,256					15486256
Q5UQH7	YR820_MIMIV	Uncharacterized protein R820	MIMI_R820	Acanthamoeba polyphaga mimivirus (APMV)	212035	120	13,868					15486256
Q5UQQ3	YR860_MIMIV	Uncharacterized protein R860	MIMI_R860	Acanthamoeba polyphaga mimivirus (APMV)	212035	106	12,142					15486256
Q5UP17	YR866_MIMIV	Uncharacterized protein R866	MIMI_R866	Acanthamoeba polyphaga mimivirus (APMV)	212035	431	50,724		protein homooligomerization [GO:0051260]			15486256
Q5UP41	YR871_MIMIV	Uncharacterized protein R871	MIMI_R871	Acanthamoeba polyphaga mimivirus (APMV)	212035	561	65,520					15486256
Q5URA9	YR875_MIMIV	Putative ankyrin repeat protein R875	MIMI_R875	Acanthamoeba polyphaga mimivirus (APMV)	212035	197	22,555					15486256
Q5URA6	YR878_MIMIV	Putative KilA-N domain-containing protein R878	MIMI_R878	Acanthamoeba polyphaga mimivirus (APMV)	212035	356	41,218					15486256
